,FC_measure,band,frm,to,r
323,plv,2-theta,FC_subj04,FC_subj03,0.7245995629958111
324,aec,3-alfa,FC_subj04,FC_subj03,0.5488245225949967
325,plv,3-alfa,FC_subj04,FC_subj03,0.7282634840849815
326,aec,4-beta,FC_subj04,FC_subj03,0.4656057471508709
327,plv,4-beta,FC_subj04,FC_subj03,0.757825914918451
328,aec,5-gamma,FC_subj04,FC_subj03,0.6539127199355512
329,plv,5-gamma,FC_subj04,FC_subj03,0.737554463263381
330,aec,1-delta,FC_subj04,FC_subj04,0.9999999999999998
331,plv,1-delta,FC_subj04,FC_subj04,1.0
332,aec,2-theta,FC_subj04,FC_subj04,1.0
333,plv,2-theta,FC_subj04,FC_subj04,1.0
334,aec,3-alfa,FC_subj04,FC_subj04,0.9999999999999999
335,plv,3-alfa,FC_subj04,FC_subj04,0.9999999999999998
336,aec,4-beta,FC_subj04,FC_subj04,1.0
337,plv,4-beta,FC_subj04,FC_subj04,0.9999999999999998
338,aec,5-gamma,FC_subj04,FC_subj04,0.9999999999999999
339,plv,5-gamma,FC_subj04,FC_subj04,1.0
340,aec,1-delta,FC_subj04,FC_subj05,0.5875501878012616
341,plv,1-delta,FC_subj04,FC_subj05,0.761782335696278
342,aec,2-theta,FC_subj04,FC_subj05,0.6247544258809579
343,plv,2-theta,FC_subj04,FC_subj05,0.7452172917503463
344,aec,3-alfa,FC_subj04,FC_subj05,0.6118854983872944
345,plv,3-alfa,FC_subj04,FC_subj05,0.7490748589043945
346,aec,4-beta,FC_subj04,FC_subj05,0.5291828354459015
347,plv,4-beta,FC_subj04,FC_subj05,0.7591453184652905
348,aec,5-gamma,FC_subj04,FC_subj05,0.6841677935770951
349,plv,5-gamma,FC_subj04,FC_subj05,0.7669827066284375
350,aec,1-delta,FC_subj04,FC_subj06,0.6299288055704395
351,plv,1-delta,FC_subj04,FC_subj06,0.7444080514117557
352,aec,2-theta,FC_subj04,FC_subj06,0.6370522454990178
353,plv,2-theta,FC_subj04,FC_subj06,0.7366961457024886
354,aec,3-alfa,FC_subj04,FC_subj06,0.566339402290234
355,plv,3-alfa,FC_subj04,FC_subj06,0.7306171328615467
356,aec,4-beta,FC_subj04,FC_subj06,0.5813789602014401
357,plv,4-beta,FC_subj04,FC_subj06,0.7501688945494762
358,aec,5-gamma,FC_subj04,FC_subj06,0.6475021281476077
359,plv,5-gamma,FC_subj04,FC_subj06,0.73086695645861
360,aec,1-delta,FC_subj04,FC_subj07,0.6444881455259018
361,plv,1-delta,FC_subj04,FC_subj07,0.7269202192825263
362,aec,2-theta,FC_subj04,FC_subj07,0.6473151733619358
363,plv,2-theta,FC_subj04,FC_subj07,0.6978822155518067
364,aec,3-alfa,FC_subj04,FC_subj07,0.6111496175603968
365,plv,3-alfa,FC_subj04,FC_subj07,0.7000129438975036
366,aec,4-beta,FC_subj04,FC_subj07,0.5948749225139018
367,plv,4-beta,FC_subj04,FC_subj07,0.7404411326042056
368,aec,5-gamma,FC_subj04,FC_subj07,0.6694711905196364
369,plv,5-gamma,FC_subj04,FC_subj07,0.7647817999932327
370,aec,1-delta,FC_subj04,FC_subj08,0.5767372601893886
371,plv,1-delta,FC_subj04,FC_subj08,0.7006083120295492
372,aec,2-theta,FC_subj04,FC_subj08,0.5962446945165137
373,plv,2-theta,FC_subj04,FC_subj08,0.7068510467285887
374,aec,3-alfa,FC_subj04,FC_subj08,0.6211648575993334
375,plv,3-alfa,FC_subj04,FC_subj08,0.7282429015886365
376,aec,4-beta,FC_subj04,FC_subj08,0.5959717192146213
377,plv,4-beta,FC_subj04,FC_subj08,0.7547963740193845
378,aec,5-gamma,FC_subj04,FC_subj08,0.638187351587053
379,plv,5-gamma,FC_subj04,FC_subj08,0.735804409804918
380,aec,1-delta,FC_subj04,FC_subj09,0.5878143311349161
381,plv,1-delta,FC_subj04,FC_subj09,0.6750536320000317
382,aec,2-theta,FC_subj04,FC_subj09,0.595419788835469
383,plv,2-theta,FC_subj04,FC_subj09,0.6811859087873015
384,aec,3-alfa,FC_subj04,FC_subj09,0.5388911090836161
385,plv,3-alfa,FC_subj04,FC_subj09,0.6674626060030506
386,aec,4-beta,FC_subj04,FC_subj09,0.596537691254261
387,plv,4-beta,FC_subj04,FC_subj09,0.6942213283219524
388,aec,5-gamma,FC_subj04,FC_subj09,0.6481407048825494
389,plv,5-gamma,FC_subj04,FC_subj09,0.688421993732742
390,aec,1-delta,FC_subj04,FC_subj10,0.6299063807647676
391,plv,1-delta,FC_subj04,FC_subj10,0.7209568255226686
392,aec,2-theta,FC_subj04,FC_subj10,0.640296392867873
393,plv,2-theta,FC_subj04,FC_subj10,0.7380648111815683
394,aec,3-alfa,FC_subj04,FC_subj10,0.5813217975419959
395,plv,3-alfa,FC_subj04,FC_subj10,0.7226650099877658
396,aec,4-beta,FC_subj04,FC_subj10,0.6246738538459572
397,plv,4-beta,FC_subj04,FC_subj10,0.7528369143633866
398,aec,5-gamma,FC_subj04,FC_subj10,0.6720167832203555
399,plv,5-gamma,FC_subj04,FC_subj10,0.7509384884412836
400,aec,1-delta,FC_subj05,.1973WilsonCowan,0.047972910849778345
401,plv,1-delta,FC_subj05,.1973WilsonCowan,0.032118636053923455
402,aec,2-theta,FC_subj05,.1973WilsonCowan,0.026069527781944178
403,plv,2-theta,FC_subj05,.1973WilsonCowan,0.11633021502590395
404,aec,3-alfa,FC_subj05,.1973WilsonCowan,0.05022998397505033
405,plv,3-alfa,FC_subj05,.1973WilsonCowan,0.1688208023306636
406,aec,4-beta,FC_subj05,.1973WilsonCowan,-0.0084820263443983
407,plv,4-beta,FC_subj05,.1973WilsonCowan,0.10053142121921298
408,aec,5-gamma,FC_subj05,.1973WilsonCowan,0.03864520353961182
409,plv,5-gamma,FC_subj05,.1973WilsonCowan,0.0356803395248599
410,aec,1-delta,FC_subj05,FC_subj02,0.5601415585286132
411,plv,1-delta,FC_subj05,FC_subj02,0.7173320422772403
412,aec,2-theta,FC_subj05,FC_subj02,0.5753831044271154
413,plv,2-theta,FC_subj05,FC_subj02,0.7309169424454166
414,aec,3-alfa,FC_subj05,FC_subj02,0.6586963780294167
415,plv,3-alfa,FC_subj05,FC_subj02,0.7280984753948005
416,aec,4-beta,FC_subj05,FC_subj02,0.5336679432266117
417,plv,4-beta,FC_subj05,FC_subj02,0.7176065010512174
418,aec,5-gamma,FC_subj05,FC_subj02,0.6302817794128648
419,plv,5-gamma,FC_subj05,FC_subj02,0.7132917609824946
420,aec,1-delta,FC_subj05,FC_subj03,0.6683535186569756
421,plv,1-delta,FC_subj05,FC_subj03,0.7663988079193922
422,aec,2-theta,FC_subj05,FC_subj03,0.6779502790795727
423,plv,2-theta,FC_subj05,FC_subj03,0.7501241026343023
424,aec,3-alfa,FC_subj05,FC_subj03,0.6699129842266471
425,plv,3-alfa,FC_subj05,FC_subj03,0.7386615480197432
426,aec,4-beta,FC_subj05,FC_subj03,0.6122629518127924
427,plv,4-beta,FC_subj05,FC_subj03,0.7468430172881018
428,aec,5-gamma,FC_subj05,FC_subj03,0.6297232407401478
429,plv,5-gamma,FC_subj05,FC_subj03,0.746572172613094
430,aec,1-delta,FC_subj05,FC_subj04,0.5875501878012616
431,plv,1-delta,FC_subj05,FC_subj04,0.7617823356962781
432,aec,2-theta,FC_subj05,FC_subj04,0.6247544258809579
433,plv,2-theta,FC_subj05,FC_subj04,0.7452172917503463
434,aec,3-alfa,FC_subj05,FC_subj04,0.6118854983872944
435,plv,3-alfa,FC_subj05,FC_subj04,0.7490748589043945
436,aec,4-beta,FC_subj05,FC_subj04,0.5291828354459016
437,plv,4-beta,FC_subj05,FC_subj04,0.7591453184652905
438,aec,5-gamma,FC_subj05,FC_subj04,0.6841677935770952
439,plv,5-gamma,FC_subj05,FC_subj04,0.7669827066284375
440,aec,1-delta,FC_subj05,FC_subj05,1.0
441,plv,1-delta,FC_subj05,FC_subj05,1.0
442,aec,2-theta,FC_subj05,FC_subj05,1.0
443,plv,2-theta,FC_subj05,FC_subj05,0.9999999999999998
444,aec,3-alfa,FC_subj05,FC_subj05,1.0
445,plv,3-alfa,FC_subj05,FC_subj05,1.0
446,aec,4-beta,FC_subj05,FC_subj05,1.0
447,plv,4-beta,FC_subj05,FC_subj05,1.0
448,aec,5-gamma,FC_subj05,FC_subj05,0.9999999999999998
449,plv,5-gamma,FC_subj05,FC_subj05,1.0
450,aec,1-delta,FC_subj05,FC_subj06,0.6404677930701995
451,plv,1-delta,FC_subj05,FC_subj06,0.7791203887168042
452,aec,2-theta,FC_subj05,FC_subj06,0.6794538321506564
453,plv,2-theta,FC_subj05,FC_subj06,0.785784535447258
454,aec,3-alfa,FC_subj05,FC_subj06,0.5900357598572752
455,plv,3-alfa,FC_subj05,FC_subj06,0.777635958528928
456,aec,4-beta,FC_subj05,FC_subj06,0.6858957629784113
457,plv,4-beta,FC_subj05,FC_subj06,0.7913454644083997
458,aec,5-gamma,FC_subj05,FC_subj06,0.6519043926609388
459,plv,5-gamma,FC_subj05,FC_subj06,0.7813862077618474
460,aec,1-delta,FC_subj05,FC_subj07,0.6693895088273263
461,plv,1-delta,FC_subj05,FC_subj07,0.7902082931405621
462,aec,2-theta,FC_subj05,FC_subj07,0.6695538181563011
463,plv,2-theta,FC_subj05,FC_subj07,0.7779449553226512
464,aec,3-alfa,FC_subj05,FC_subj07,0.6746405703198683
465,plv,3-alfa,FC_subj05,FC_subj07,0.7760762525219517
466,aec,4-beta,FC_subj05,FC_subj07,0.6254738803630788
467,plv,4-beta,FC_subj05,FC_subj07,0.8089110601654295
468,aec,5-gamma,FC_subj05,FC_subj07,0.7130604122688744
469,plv,5-gamma,FC_subj05,FC_subj07,0.8153248258622423
470,aec,1-delta,FC_subj05,FC_subj08,0.5492313319042224
471,plv,1-delta,FC_subj05,FC_subj08,0.726154184747482
472,aec,2-theta,FC_subj05,FC_subj08,0.5836629060678716
473,plv,2-theta,FC_subj05,FC_subj08,0.712427874995096
474,aec,3-alfa,FC_subj05,FC_subj08,0.6092815289236198
475,plv,3-alfa,FC_subj05,FC_subj08,0.6917215215492981
476,aec,4-beta,FC_subj05,FC_subj08,0.6064387733958142
477,plv,4-beta,FC_subj05,FC_subj08,0.7093376771467796
478,aec,5-gamma,FC_subj05,FC_subj08,0.6365820439201035
479,plv,5-gamma,FC_subj05,FC_subj08,0.7367304965426204
480,aec,1-delta,FC_subj05,FC_subj09,0.6412817554603818
481,plv,1-delta,FC_subj05,FC_subj09,0.7290528174113853
482,aec,2-theta,FC_subj05,FC_subj09,0.6204758856707442
483,plv,2-theta,FC_subj05,FC_subj09,0.7373707783687194
484,aec,3-alfa,FC_subj05,FC_subj09,0.6496352667687659
485,plv,3-alfa,FC_subj05,FC_subj09,0.7202227614247342
486,aec,4-beta,FC_subj05,FC_subj09,0.6065696658136673
487,plv,4-beta,FC_subj05,FC_subj09,0.7191719345467191
488,aec,5-gamma,FC_subj05,FC_subj09,0.6798102000341538
489,plv,5-gamma,FC_subj05,FC_subj09,0.7203894301222816
490,aec,1-delta,FC_subj05,FC_subj10,0.6167275060980405
491,plv,1-delta,FC_subj05,FC_subj10,0.7691161547958996
492,aec,2-theta,FC_subj05,FC_subj10,0.7041691728511835
493,plv,2-theta,FC_subj05,FC_subj10,0.7837206604568211
494,aec,3-alfa,FC_subj05,FC_subj10,0.6989004187635016
495,plv,3-alfa,FC_subj05,FC_subj10,0.7781356475010519
496,aec,4-beta,FC_subj05,FC_subj10,0.5784137140969549
497,plv,4-beta,FC_subj05,FC_subj10,0.7943066234265866
498,aec,5-gamma,FC_subj05,FC_subj10,0.6923831138296287
499,plv,5-gamma,FC_subj05,FC_subj10,0.7910468252451088
500,aec,1-delta,FC_subj06,.1973WilsonCowan,0.07524875806097457
501,plv,1-delta,FC_subj06,.1973WilsonCowan,0.027727696220175513
502,aec,2-theta,FC_subj06,.1973WilsonCowan,0.02446103901580481
503,plv,2-theta,FC_subj06,.1973WilsonCowan,0.10639313612614318
504,aec,3-alfa,FC_subj06,.1973WilsonCowan,0.04909285723823621
505,plv,3-alfa,FC_subj06,.1973WilsonCowan,0.1871870603821501
506,aec,4-beta,FC_subj06,.1973WilsonCowan,0.03623176159117002
507,plv,4-beta,FC_subj06,.1973WilsonCowan,0.13227946233085675
508,aec,5-gamma,FC_subj06,.1973WilsonCowan,0.05572249554600296
509,plv,5-gamma,FC_subj06,.1973WilsonCowan,0.04382251673886051
510,aec,1-delta,FC_subj06,FC_subj02,0.6236188059563861
511,plv,1-delta,FC_subj06,FC_subj02,0.7080682109585987
512,aec,2-theta,FC_subj06,FC_subj02,0.5976885249443603
513,plv,2-theta,FC_subj06,FC_subj02,0.714291537338343
514,aec,3-alfa,FC_subj06,FC_subj02,0.5317466738006668
515,plv,3-alfa,FC_subj06,FC_subj02,0.6913356828383939
516,aec,4-beta,FC_subj06,FC_subj02,0.5590552206787899
517,plv,4-beta,FC_subj06,FC_subj02,0.7113301188564417
518,aec,5-gamma,FC_subj06,FC_subj02,0.5956044130798961
519,plv,5-gamma,FC_subj06,FC_subj02,0.7001830162185599
520,aec,1-delta,FC_subj06,FC_subj03,0.6196774604866027
521,plv,1-delta,FC_subj06,FC_subj03,0.7222084233206018
522,aec,2-theta,FC_subj06,FC_subj03,0.654822925791749
523,plv,2-theta,FC_subj06,FC_subj03,0.7186239990279879
524,aec,3-alfa,FC_subj06,FC_subj03,0.5791508205412715
525,plv,3-alfa,FC_subj06,FC_subj03,0.7235281026569619
526,aec,4-beta,FC_subj06,FC_subj03,0.5618581435099509
527,plv,4-beta,FC_subj06,FC_subj03,0.7371222755111502
528,aec,5-gamma,FC_subj06,FC_subj03,0.6298471147796798
529,plv,5-gamma,FC_subj06,FC_subj03,0.7052243985096945
530,aec,1-delta,FC_subj06,FC_subj04,0.6299288055704395
531,plv,1-delta,FC_subj06,FC_subj04,0.7444080514117557
532,aec,2-theta,FC_subj06,FC_subj04,0.6370522454990178
533,plv,2-theta,FC_subj06,FC_subj04,0.7366961457024886
534,aec,3-alfa,FC_subj06,FC_subj04,0.5663394022902342
535,plv,3-alfa,FC_subj06,FC_subj04,0.7306171328615468
536,aec,4-beta,FC_subj06,FC_subj04,0.5813789602014401
537,plv,4-beta,FC_subj06,FC_subj04,0.7501688945494762
538,aec,5-gamma,FC_subj06,FC_subj04,0.6475021281476077
539,plv,5-gamma,FC_subj06,FC_subj04,0.73086695645861
540,aec,1-delta,FC_subj06,FC_subj05,0.6404677930701994
541,plv,1-delta,FC_subj06,FC_subj05,0.7791203887168042
542,aec,2-theta,FC_subj06,FC_subj05,0.6794538321506564
543,plv,2-theta,FC_subj06,FC_subj05,0.7857845354472581
544,aec,3-alfa,FC_subj06,FC_subj05,0.5900357598572752
545,plv,3-alfa,FC_subj06,FC_subj05,0.777635958528928
546,aec,4-beta,FC_subj06,FC_subj05,0.6858957629784114
547,plv,4-beta,FC_subj06,FC_subj05,0.7913454644083997
548,aec,5-gamma,FC_subj06,FC_subj05,0.6519043926609388
549,plv,5-gamma,FC_subj06,FC_subj05,0.7813862077618474
550,aec,1-delta,FC_subj06,FC_subj06,1.0
551,plv,1-delta,FC_subj06,FC_subj06,1.0
552,aec,2-theta,FC_subj06,FC_subj06,1.0
553,plv,2-theta,FC_subj06,FC_subj06,1.0
554,aec,3-alfa,FC_subj06,FC_subj06,1.0
555,plv,3-alfa,FC_subj06,FC_subj06,0.9999999999999998
556,aec,4-beta,FC_subj06,FC_subj06,1.0
557,plv,4-beta,FC_subj06,FC_subj06,1.0
558,aec,5-gamma,FC_subj06,FC_subj06,1.0
559,plv,5-gamma,FC_subj06,FC_subj06,1.0
560,aec,1-delta,FC_subj06,FC_subj07,0.6955003660727633
561,plv,1-delta,FC_subj06,FC_subj07,0.7920640180914355
562,aec,2-theta,FC_subj06,FC_subj07,0.7152714181117137
563,plv,2-theta,FC_subj06,FC_subj07,0.790003682790683
564,aec,3-alfa,FC_subj06,FC_subj07,0.6665521464147204
565,plv,3-alfa,FC_subj06,FC_subj07,0.7937216425768531
566,aec,4-beta,FC_subj06,FC_subj07,0.7191337626415553
567,plv,4-beta,FC_subj06,FC_subj07,0.8067915542976442
568,aec,5-gamma,FC_subj06,FC_subj07,0.669314524275538
569,plv,5-gamma,FC_subj06,FC_subj07,0.7961949837861741
570,aec,1-delta,FC_subj06,FC_subj08,0.6071397622764382
571,plv,1-delta,FC_subj06,FC_subj08,0.7004212535473193
572,aec,2-theta,FC_subj06,FC_subj08,0.61154600212631
573,plv,2-theta,FC_subj06,FC_subj08,0.6821140945973433
574,aec,3-alfa,FC_subj06,FC_subj08,0.6123848327404486
575,plv,3-alfa,FC_subj06,FC_subj08,0.7023394075819205
576,aec,4-beta,FC_subj06,FC_subj08,0.6648882032070671
577,plv,4-beta,FC_subj06,FC_subj08,0.7083280558991979
578,aec,5-gamma,FC_subj06,FC_subj08,0.6347199020044016
579,plv,5-gamma,FC_subj06,FC_subj08,0.6795222543215474
580,aec,1-delta,FC_subj06,FC_subj09,0.6532233550549722
581,plv,1-delta,FC_subj06,FC_subj09,0.7298419344474824
582,aec,2-theta,FC_subj06,FC_subj09,0.6569343290008516
583,plv,2-theta,FC_subj06,FC_subj09,0.7578890079111215
584,aec,3-alfa,FC_subj06,FC_subj09,0.6168785486910866
585,plv,3-alfa,FC_subj06,FC_subj09,0.7184565146349239
586,aec,4-beta,FC_subj06,FC_subj09,0.6576353001558746
587,plv,4-beta,FC_subj06,FC_subj09,0.7385647868881868
588,aec,5-gamma,FC_subj06,FC_subj09,0.6831095311317222
589,plv,5-gamma,FC_subj06,FC_subj09,0.7536725082163688
590,aec,1-delta,FC_subj06,FC_subj10,0.6256761965935881
591,plv,1-delta,FC_subj06,FC_subj10,0.7237741571068904
592,aec,2-theta,FC_subj06,FC_subj10,0.6544807987337344
593,plv,2-theta,FC_subj06,FC_subj10,0.7489856536801383
594,aec,3-alfa,FC_subj06,FC_subj10,0.5370912459218605
595,plv,3-alfa,FC_subj06,FC_subj10,0.7484569449912871
596,aec,4-beta,FC_subj06,FC_subj10,0.630330206917576
597,plv,4-beta,FC_subj06,FC_subj10,0.7538855801186686
598,aec,5-gamma,FC_subj06,FC_subj10,0.6522542331423797
599,plv,5-gamma,FC_subj06,FC_subj10,0.7289473637435613
600,aec,1-delta,FC_subj07,.1973WilsonCowan,-0.014347587161438257
601,plv,1-delta,FC_subj07,.1973WilsonCowan,0.03637373551022839
602,aec,2-theta,FC_subj07,.1973WilsonCowan,0.03620372248267887
603,plv,2-theta,FC_subj07,.1973WilsonCowan,0.11307050392834823
604,aec,3-alfa,FC_subj07,.1973WilsonCowan,0.04019090589258969
605,plv,3-alfa,FC_subj07,.1973WilsonCowan,0.15926753616328995
606,aec,4-beta,FC_subj07,.1973WilsonCowan,0.013166642499367326
607,plv,4-beta,FC_subj07,.1973WilsonCowan,0.1410961499696714
608,aec,5-gamma,FC_subj07,.1973WilsonCowan,0.06775758967396242
609,plv,5-gamma,FC_subj07,.1973WilsonCowan,0.05200800931034011
610,aec,1-delta,FC_subj07,FC_subj02,0.6493897653056407
611,plv,1-delta,FC_subj07,FC_subj02,0.7469422389215606
612,aec,2-theta,FC_subj07,FC_subj02,0.6054592540867454
613,plv,2-theta,FC_subj07,FC_subj02,0.7569406092723682
614,aec,3-alfa,FC_subj07,FC_subj02,0.6394913297921273
615,plv,3-alfa,FC_subj07,FC_subj02,0.7264607276024562
616,aec,4-beta,FC_subj07,FC_subj02,0.6119129397410565
617,plv,4-beta,FC_subj07,FC_subj02,0.7419581241273118
618,aec,5-gamma,FC_subj07,FC_subj02,0.6223338038343609
619,plv,5-gamma,FC_subj07,FC_subj02,0.7474027111926491
620,aec,1-delta,FC_subj07,FC_subj03,0.6660771044861585
621,plv,1-delta,FC_subj07,FC_subj03,0.7435776870496079
622,aec,2-theta,FC_subj07,FC_subj03,0.7494999268379214
623,plv,2-theta,FC_subj07,FC_subj03,0.7395739073064932
624,aec,3-alfa,FC_subj07,FC_subj03,0.685778545047609
625,plv,3-alfa,FC_subj07,FC_subj03,0.7419367530858856
626,aec,4-beta,FC_subj07,FC_subj03,0.5624186109488875
627,plv,4-beta,FC_subj07,FC_subj03,0.7588140663799904
628,aec,5-gamma,FC_subj07,FC_subj03,0.6936020141324081
629,plv,5-gamma,FC_subj07,FC_subj03,0.7578451444803723
630,aec,1-delta,FC_subj07,FC_subj04,0.6444881455259018
631,plv,1-delta,FC_subj07,FC_subj04,0.7269202192825263
632,aec,2-theta,FC_subj07,FC_subj04,0.6473151733619358
633,plv,2-theta,FC_subj07,FC_subj04,0.6978822155518066
634,aec,3-alfa,FC_subj07,FC_subj04,0.6111496175603968
635,plv,3-alfa,FC_subj07,FC_subj04,0.7000129438975036
636,aec,4-beta,FC_subj07,FC_subj04,0.5948749225139018
637,plv,4-beta,FC_subj07,FC_subj04,0.7404411326042056
638,aec,5-gamma,FC_subj07,FC_subj04,0.6694711905196363
639,plv,5-gamma,FC_subj07,FC_subj04,0.7647817999932327
640,aec,1-delta,FC_subj07,FC_subj05,0.6693895088273263
641,plv,1-delta,FC_subj07,FC_subj05,0.7902082931405621
642,aec,2-theta,FC_subj07,FC_subj05,0.669553818156301
643,plv,2-theta,FC_subj07,FC_subj05,0.7779449553226512
644,aec,3-alfa,FC_subj07,FC_subj05,0.6746405703198683
645,plv,3-alfa,FC_subj07,FC_subj05,0.7760762525219517
646,aec,4-beta,FC_subj07,FC_subj05,0.6254738803630787
647,plv,4-beta,FC_subj07,FC_subj05,0.8089110601654295
648,aec,5-gamma,FC_subj07,FC_subj05,0.7130604122688743
649,plv,5-gamma,FC_subj07,FC_subj05,0.8153248258622424
650,aec,1-delta,FC_subj07,FC_subj06,0.6955003660727633
651,plv,1-delta,FC_subj07,FC_subj06,0.7920640180914353
652,aec,2-theta,FC_subj07,FC_subj06,0.7152714181117136
653,plv,2-theta,FC_subj07,FC_subj06,0.790003682790683
654,aec,3-alfa,FC_subj07,FC_subj06,0.6665521464147204
655,plv,3-alfa,FC_subj07,FC_subj06,0.7937216425768531
656,aec,4-beta,FC_subj07,FC_subj06,0.7191337626415552
657,plv,4-beta,FC_subj07,FC_subj06,0.8067915542976442
658,aec,5-gamma,FC_subj07,FC_subj06,0.6693145242755381
659,plv,5-gamma,FC_subj07,FC_subj06,0.7961949837861741
660,aec,1-delta,FC_subj07,FC_subj07,1.0
